#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            60.000000           60.000000          100.000000          100.000000          120.000000          120.000000          140.000000          140.000000          160.000000          160.000000          180.000000          180.000000          200.000000          200.000000          220.000000          220.000000
  20.4000000   -1.9465915052e-25    8.1066859618e-13    2.8028648436e-25   -2.6941006603e-12    1.2469802967e-24    5.6163400014e-12   -1.6197361193e-24    1.0065300753e-11   -1.1080861776e-25    1.9243188921e-12   -1.3731011231e-26   -9.6831168951e-14   -2.3837808364e-29   -3.0258445866e-13    2.2000931180e-28   -1.5065202845e-15
  20.8000000   -3.9547003250e-26   -3.3250113395e-13   -9.8001648988e-26   -2.5455159728e-12    1.6632092453e-24    2.3026826176e-12   -1.8933419832e-24    4.9528459380e-12    1.2871832039e-25    1.6809004670e-12   -1.1673166947e-27    1.3460934599e-13    1.2694405791e-27   -3.1769041731e-13    2.0958881515e-28   -3.2579594171e-16
  21.2000000    2.7468865393e-25   -4.9836055273e-13   -1.0305658233e-24   -1.2475953192e-12    1.0621831305e-24   -2.3031108933e-12   -1.3657120891e-24    3.6770495606e-13    2.0374291722e-25    5.2849013739e-13    8.9220951906e-27    3.1106557876e-13    2.3101445916e-27   -2.7418920032e-13    2.1706602149e-28    8.4080361579e-16
  21.6000000   -9.6958496765e-26    1.6970281204e-13   -1.1979704886e-24    1.1472053432e-13   -5.5703003537e-25   -4.7347516669e-12   -6.1763125514e-25   -3.4322413496e-13    1.2944663266e-25   -2.6738312482e-13    1.9369977400e-26    4.5879382881e-13    2.8900537843e-27   -1.8979823879e-13    9.3664635555e-29    1.2860652078e-15
  22.0000000   -2.2082445940e-25   -1.6013394347e-13   -2.4573772373e-25    6.5192270991e-13   -2.1409348147e-24   -3.5081818378e-12   -2.5258285747e-25    3.2202772265e-12    4.4543064410e-27    1.4247365775e-13    3.4233753255e-26    5.6564285511e-13    2.6292313556e-27   -9.3404460991e-14    2.6993988369e-29    1.6729490118e-15
  22.4000000    2.0948660716e-25   -1.7518001284e-13    1.0333981894e-24    1.0319697133e-13   -2.4547944263e-24    2.0389943252e-13   -5.7452413543e-25    8.5583025669e-12   -5.0388215795e-26    1.6362798441e-12    4.8052751919e-26    5.7093674260e-13    1.6924512238e-27   -9.9455487423e-15    1.3745611415e-29    9.3647806767e-16
  22.8000000    1.2172405575e-25    5.5851771023e-13    1.1431831472e-24   -1.0861570505e-12   -1.1502935520e-24    3.8772696738e-12   -1.2684758802e-24    1.2409339661e-11   -2.9553594663e-27    3.2366601788e-12    5.0312483212e-26    4.1442336473e-13    3.7495449090e-28    4.4648056616e-14    7.4778449064e-29    1.2073719702e-16
  23.2000000   -2.1589921285e-25    4.3143546109e-13   -1.8973076631e-25   -2.1775975576e-12    8.2226448611e-25    5.3139122114e-12   -1.7147041407e-24    1.2991744348e-11    1.0535099712e-25    3.7790777173e-12    3.6990788304e-26    1.0529676220e-13   -9.3224061396e-28    6.8893421805e-14    9.3573308817e-29   -1.0729154223e-15
  23.6000000   -1.1756855529e-25   -7.9808984942e-13   -1.0866464591e-24   -2.4117501858e-12    2.1094355489e-24    3.6938819741e-12   -1.6291533983e-24    1.0721303834e-11    1.9053517196e-25    2.6957106122e-12    9.3947334306e-27   -2.5536561593e-13   -2.1354009375e-27    7.0840197113e-14    1.2963842651e-28   -2.0034857069e-15
  24.0000000    1.0877340082e-25   -8.4894941407e-13   -4.8112542102e-25   -1.3477508277e-12    2.1612634852e-24   -1.5260795797e-13   -1.0483780044e-24    7.5687050888e-12    1.9469737404e-25    3.3380685030e-13   -2.0266611545e-26   -5.1745412277e-13   -3.2522526601e-27    6.0616089437e-14    2.0185596128e-28   -1.9513342273e-15
  24.4000000    1.6726179140e-25    3.8500314152e-13    5.2990215824e-25    5.7120975530e-13    1.3053815391e-24   -4.0732324636e-12   -4.1403519148e-25    5.6385911267e-12    8.5453695500e-26   -2.3183680510e-12   -4.6369104989e-26   -5.6349585254e-13   -4.1994578699e-27    4.8633288539e-14    1.9713497860e-28   -2.0200754094e-15
  24.8000000   -1.0739857117e-25    9.9893912976e-13    5.6635633324e-25    2.3034454587e-12    2.1925888017e-25   -5.7034351773e-12   -1.7068675438e-25    5.8965292833e-12   -8.1303549022e-26   -4.2346091894e-12   -6.1830855457e-26   -3.7187238438e-13   -4.7238835556e-27    4.2907669273e-14    1.8790521552e-28   -1.1941180799e-15
  25.2000000   -5.8643727800e-25    1.2721818330e-12   -2.5454450583e-25    2.7639757574e-12   -7.3042150006e-25   -3.9289211386e-12   -4.8181746636e-25    7.7240487271e-12   -2.3277192651e-25   -4.7588188150e-12   -6.5995384049e-26   -2.6423686604e-14   -4.4079742282e-27    4.5235591251e-14    2.3755547318e-28   -5.5156215381e-16
  25.6000000   -4.2748015013e-25    2.6507915807e-13   -4.6372019978e-25    1.7548752827e-12   -1.3772318469e-24    1.5560919190e-13   -1.0837440993e-24    9.5655853293e-12   -2.8887910703e-25   -3.7652443935e-12   -6.1812775994e-26    3.1559101790e-13   -3.0361756671e-27    5.8271113275e-14    3.2803388485e-28    8.1131241786e-16
  26.0000000    5.2341637835e-25   -1.8904977179e-12    3.3936924964e-25    1.9208830815e-13   -1.5427898592e-24    4.0370853361e-12   -1.4776708117e-24    1.0104982916e-11   -2.3608465609e-25   -1.6021552848e-12   -5.3874849263e-26    5.1771937462e-13   -8.1991666985e-28    8.2801418239e-14    4.3937855795e-28    1.7691925095e-15
  26.4000000    9.8311513425e-25   -1.4218077263e-12    8.9554692639e-25   -7.5001564341e-13   -1.0563163007e-24    5.5975618985e-12   -1.3445082417e-24    8.8509793020e-12   -1.2474552755e-25    9.9218737407e-13   -4.4765239270e-26    5.5073236263e-13    2.0765514815e-27    1.1551503929e-13    3.7466668826e-28    3.7531408272e-16
  26.8000000    4.1775223398e-25    6.6370258756e-13    4.1751373615e-25   -6.6240888140e-13   -3.3171979433e-26    4.4111004533e-12   -8.0630786224e-25    6.0792556387e-12   -3.8202682237e-26    3.0938803260e-12   -3.4367938129e-26    4.8888527285e-13    5.4846118096e-27    1.4881290035e-13    3.8074985294e-28   -3.8679111258e-15
  27.2000000   -6.1998292804e-25    9.5788442604e-13   -2.8099438571e-25    6.5846945344e-14    1.0164225232e-24    1.3991009634e-12   -2.6627857924e-25    2.7351573505e-12   -1.7471013909e-26    4.0277710580e-12   -2.1606128379e-26    4.3050008352e-13    7.9730298070e-27    1.7596283596e-13    2.0262109990e-28   -8.9271255952e-15
