#       time       r = 30.000000       r = 60.000000       r = 90.000000
  28.8000000   -1.0175217090e-12   -1.0177024289e-12   -1.0177024328e-12
  29.2000000    3.1959624348e-13    3.1890963550e-13    3.1890963068e-13
  29.6000000   -4.5274026360e-14   -4.5100652559e-14   -4.5100658223e-14
  30.0000000    2.2057938155e-13    2.2278332875e-13    2.2278332298e-13
  30.4000000    2.6751304062e-13    2.6888275436e-13    2.6888274800e-13
  30.8000000   -2.6449230794e-13   -2.6529829243e-13   -2.6529829820e-13
  31.2000000   -1.2625190655e-13   -1.2946779228e-13   -1.2946779826e-13
  31.6000000    1.5412896346e-12    1.5313228416e-12    1.5313228350e-12
  32.0000000   -9.4478461325e-13   -9.4922858709e-13   -9.4922859360e-13
  32.4000000   -5.8608299092e-13   -5.7017007773e-13   -5.7017008480e-13
  32.8000000    1.0458195663e-12    1.0639354796e-12    1.0639354731e-12
  33.2000000    2.7723364356e-13    2.7318543175e-13    2.7318542529e-13
  33.6000000    2.2553773044e-13    2.0907919471e-13    2.0907918852e-13
  34.0000000   -5.1440687467e-13   -5.3025870606e-13   -5.3025871178e-13
  34.4000000    5.3202598287e-13    5.1454475911e-13    5.1454475371e-13
  34.8000000   -3.5324394240e-13   -3.6911086593e-13   -3.6911087112e-13
  35.2000000    7.3708068224e-13    7.3070131697e-13    7.3070131231e-13
  35.6000000   -5.9152204586e-13   -5.9873663128e-13   -5.9873663538e-13
  36.0000000    1.0962647717e-12    1.0745811068e-12    1.0745811033e-12
  36.4000000    4.6804532377e-13    4.3412128878e-13    4.3412128613e-13
  36.8000000   -1.7100129301e-13   -1.8955533568e-13   -1.8955533768e-13
  37.2000000   -9.4218164766e-13   -9.2835513932e-13   -9.2835514063e-13
  37.6000000    3.6873029932e-13    3.9791117111e-13    3.9791117037e-13
  38.0000000   -1.1500609225e-12   -1.0898470570e-12   -1.0898470573e-12
  38.4000000    4.3923848573e-12    4.4740061833e-12    4.4740061835e-12
  38.8000000   -9.5966065170e-13   -8.8552724101e-13   -8.8552724042e-13
  39.2000000   -3.9516963138e-12   -3.8957631941e-12   -3.8957631933e-12
  39.6000000    2.1249104222e-12    2.1627592787e-12    2.1627592795e-12
  40.0000000    8.3546887366e-13    8.5624431719e-13    8.5624431805e-13
  40.4000000    2.7342332998e-13    3.0159581930e-13    3.0159582013e-13
