#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            60.000000           60.000000          100.000000          100.000000          120.000000          120.000000          140.000000          140.000000          160.000000          160.000000
   0.0000000   -1.7340882936e-04   -5.7174011072e-21   -6.4920533870e-06    3.5807621794e-22   -1.9082301665e-06    6.6300193676e-23   -6.5893371941e-07    3.5915316237e-23   -2.5271671885e-07   -2.9432633021e-24
   0.2500000   -1.7294811973e-04   -1.3473812537e-21   -6.4735933837e-06   -2.5645473098e-22   -1.9026127991e-06    1.1830955799e-22   -6.5623685171e-07    2.4219888692e-23   -2.5197649564e-07    2.1270865930e-23
   0.5000000   -1.7248797070e-04   -6.6912868086e-21   -6.4551667768e-06    1.3643620846e-22   -1.8970065159e-06    1.6739306722e-22   -6.5293612409e-07   -1.6447326235e-23   -2.5112905947e-07   -1.7558743631e-23
   0.7500000   -1.7202839357e-04    9.2328390010e-22   -6.4367736029e-06   -1.3672370607e-22   -1.8914113672e-06    7.6096549543e-23   -6.5011800625e-07    1.5115396797e-23   -2.5025500224e-07    3.7445915213e-24
   1.0000000   -1.7156939885e-04    2.1469322634e-22   -6.4184139853e-06    2.7646688119e-22   -1.8858273872e-06    2.4615301862e-23   -6.4764651438e-07    2.9614827878e-23   -2.4942380003e-07   -3.0781607351e-23
   1.2500000   -1.7111099666e-04   -3.8125380914e-21   -6.4000879965e-06    7.6476951768e-23   -1.8802545124e-06    2.5420091319e-23   -6.4537205249e-07    3.0391962099e-23   -2.4870986296e-07    2.1347034563e-23
   1.5000000   -1.7065319651e-04    7.7101273115e-22   -6.3817956305e-06    2.1025600067e-22   -1.8746927195e-06   -6.1191176075e-24   -6.4344239344e-07    6.7645807537e-23   -2.4808302107e-07    3.5203147385e-24
   1.7500000   -1.7019600714e-04   -4.2278957704e-21   -6.3635368836e-06   -1.6914641266e-24   -1.8691420932e-06    4.1608111307e-23   -6.4230123028e-07    2.5081406058e-23   -2.4737885150e-07   -4.6978396838e-24
   2.0000000   -1.6973943691e-04   -1.5016248123e-21   -6.3453119025e-06   -2.4229460172e-22   -1.8636027566e-06    1.9198518277e-22   -6.4172040550e-07   -7.1758750113e-23   -2.4645573140e-07    1.5607561861e-23
   2.2500000   -1.6928349389e-04   -6.5175016733e-21   -6.3271206263e-06   -1.1841200494e-22   -1.8580744598e-06    1.8385666945e-22   -6.4067558025e-07    1.5046479106e-24   -2.4540009817e-07    2.4103086902e-23
