#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            60.000000           60.000000          100.000000          100.000000          120.000000          120.000000          140.000000          140.000000          160.000000          160.000000
   0.0000000    1.8155951086e-04    9.5691740080e-21    1.8839916714e-05   -2.4825199758e-23    7.9897655486e-06    5.0242835635e-23    3.7532532765e-06    7.1347318915e-23    1.8947073541e-06    6.6148075708e-24
   0.2500000    1.8129406743e-04    1.1856725988e-20    1.8808876052e-05   -6.6638274773e-23    7.9757467811e-06    1.7194902926e-22    3.7459625736e-06    9.4672265629e-23    1.8908609745e-06    2.4179826545e-24
   0.5000000    1.8102853019e-04    1.1212634743e-20    1.8777842873e-05    7.5156428193e-23    7.9617339674e-06    4.0035375946e-23    3.7394341893e-06    8.8869700738e-23    1.8870731811e-06    1.3898833243e-24
   0.7500000    1.8076291120e-04    1.0287195464e-20    1.8746817406e-05   -5.5774700830e-23    7.9477272270e-06    1.2950066487e-22    3.7331761703e-06    9.3945892985e-23    1.8833065791e-06    1.5174252985e-23
   1.0000000    1.8049722186e-04    1.6888513119e-22    1.8715799951e-05    1.2333570311e-22    7.9337267069e-06    7.9593036269e-23    3.7268764686e-06    9.8927725644e-23    1.8795114867e-06    1.0095553594e-23
   1.2500000    1.8023147327e-04    1.0712703351e-20    1.8684790826e-05    2.4716825720e-23    7.9197323987e-06    7.9308638155e-23    3.7198525094e-06    1.0050723109e-22    1.8756339290e-06    5.3405209603e-24
   1.5000000    1.7996567611e-04    1.2962252958e-20    1.8653790193e-05    3.0081888471e-23    7.9057443807e-06    1.7170420074e-23    3.7117992413e-06    9.5738682959e-23    1.8717026436e-06    9.8583590962e-24
   1.7500000    1.7969984048e-04    3.8256468525e-21    1.8622798246e-05    2.7880254188e-23    7.8917628408e-06    1.2610420843e-22    3.7034438170e-06    4.8874790299e-23    1.8678433782e-06   -1.6197722198e-23
   2.0000000    1.7943397620e-04    1.1760071941e-20    1.8591815218e-05    2.5265183010e-22    7.8777879224e-06    1.1135558066e-22    3.6961032885e-06    1.1750658346e-22    1.8641498046e-06   -2.1708022713e-24
   2.2500000    1.7916809299e-04    7.5886380379e-21    1.8560841299e-05    1.7340603583e-22    7.8638192315e-06    1.4118912481e-22    3.6902810437e-06    6.2758943009e-23    1.8605487335e-06    1.3185731428e-23
