#       time             L^2_Ham             L^2_Mom
  68.5000000    1.7490818727e+02    1.6569742552e+05
  69.0000000    2.9832454228e+02    1.6569741364e+05
  69.5000000    2.7875336173e+02    1.6569744092e+05
  70.0000000    3.6123328389e+02    1.6569736344e+05
  70.5000000    1.1585501738e+03    1.6574912550e+05
  71.0000000    1.1482738323e+03    3.3866791301e+19
  71.5000000    1.1516307341e+03    1.6574970979e+05
  72.0000000    1.1693334306e+03    1.6574913866e+05
  72.5000000    1.8770720671e+03    1.6575091989e+05
  73.0000000    1.3574267772e+03    4.4509414277e+03
  73.5000000    1.2626192428e+03    4.2332300650e+03
  74.0000000    1.1670142438e+03    3.7919573285e+03
  74.5000000    2.1161663033e+03    3.1282125652e+04
  75.0000000    2.1132530454e+03    3.3495239414e+04
  75.5000000                -nan    2.9059306866e+04
  76.0000000    1.9338242822e+03    3.0021135784e+03
  76.5000000    9.1122971422e+02    3.0692974523e+03
  77.0000000    4.1054200997e+04    7.0019636686e+04
  77.5000000    1.7074632231e+04    9.9796666650e+04
  78.0000000    1.7214202066e+04    9.9835671688e+04
  78.5000000    5.4323414685e+03    7.1214646903e+04
  79.0000000    1.2827701568e+05    3.7158644280e+03
  79.5000000    1.1189800173e+04    4.9453189930e+04
  80.0000000    1.4465715693e+05    8.9195755513e+04
  80.5000000    1.2475385671e+05    8.7965964131e+04
  81.0000000    1.3473167361e+05    9.5690016853e+04
  81.5000000    1.3303835534e+05                -nan
  82.0000000    1.1482058781e+05                -nan
  82.5000000    1.8578539970e+05                -nan
  83.0000000    1.8421189359e+05    2.2025413364e+05
  83.5000000    1.4640064388e+05    2.3137985152e+05
  84.0000000                 inf    2.3396159969e+05
  84.5000000    1.4655198102e+05    2.3477201225e+05
  85.0000000    1.4710439082e+05    2.3430965349e+05
  85.5000000    2.1232475814e+05    1.9811870960e+05
  86.0000000    2.1394646419e+05    1.9866480285e+05
  86.5000000    2.1226128405e+05    1.9878613792e+05
  87.0000000    2.1451128425e+05    2.3479187114e+05
  87.5000000                -nan                -nan
  88.0000000    5.8248200605e+03    3.3459083804e+04
  88.5000000    1.0401525698e+03    3.6382839559e+02
  89.0000000    2.0137651762e+04    3.1925295107e+04
  89.5000000    3.4213745271e+04    4.3408208018e+04
  90.0000000    3.4224860417e+04    4.3404053390e+04
  90.5000000    8.1720752011e+02    5.0643582803e+04
  91.0000000    1.8516449334e+04    1.0724898623e+04
  91.5000000    6.8304352863e+04    4.3637500759e+04
  92.0000000    6.8304384888e+04    1.8803152259e+04
  92.5000000    5.9874285289e+04    1.8644817924e+04
  93.0000000    5.9875224078e+04    1.8635271460e+04
  93.5000000    5.9874730619e+04    1.8635464419e+04
  94.0000000    5.9874733546e+04    1.8639280934e+04
  94.5000000    5.9875094910e+04    1.8635492692e+04
  95.0000000    7.7325337232e+04    2.6180753141e+04
  95.5000000    4.9728600846e+04    2.2204806362e+04
  96.0000000    7.5497489941e+04    2.2142448697e+04
  96.5000000    6.9785568167e+04    5.1234770083e+04
  97.0000000    7.6957760822e+04    5.0422402451e+04
  97.5000000    1.2964784828e+05    5.9756478415e+04
  98.0000000    1.4276740394e+05    5.2626159666e+04
  98.5000000    1.1928514518e+05    9.5855415767e+04
  99.0000000    1.0132319293e+05    9.4886744774e+04
  99.5000000    9.0644671188e+04    1.6704235322e+05
 100.0000000    1.5329652715e+04    1.3831667399e+04
 100.5000000    1.3935698769e+02    5.0490452216e+04
 101.0000000    6.4895877296e+04    7.7122619212e+04
 101.5000000    7.5106284296e+04    3.2763456454e+04
 102.0000000    2.8441053411e+04    5.7077624735e+03
 102.5000000    2.6285508385e+04    5.4969623497e+03
 103.0000000    3.7223500698e+04    4.1427896718e+02
 103.5000000    3.7223641357e+04    4.2031530768e+02
 104.0000000    3.7247427018e+04    6.7217697088e+03
 104.5000000    3.7437650349e+04    6.7368647532e+03
 105.0000000    1.3828149327e+03    6.7214715978e+03
 105.5000000    1.4000334528e+03    6.7191932580e+03
 106.0000000    1.5566948060e+03    7.3185938341e+03
 106.5000000    9.0957437653e+02    2.8467233123e+03
 107.0000000    8.7758588552e+02    1.8251493122e+03
 107.5000000    1.0480386948e+03    1.5729824716e+03
 108.0000000    1.2475338592e+03    1.5650228056e+03
 108.5000000    1.1015484880e+05    1.8286008011e+04
 109.0000000    1.1015867411e+05    1.8286302481e+04
 109.5000000    6.3470708113e+04    1.1713847116e+04
 110.0000000    9.1552733397e+04    1.1714972159e+04
 110.5000000    6.3494087632e+04    1.1716886368e+04
 111.0000000    6.3509933719e+04    1.1719339501e+04
 111.5000000    6.3528750071e+04    1.1686324239e+04
 112.0000000    6.8346439098e+04    1.2149759221e+04
 112.5000000    6.3787337079e+04    1.2132233987e+04
 113.0000000    4.6369318143e+03    5.8254248954e+04
 113.5000000    5.0976850534e+03    5.8255844140e+04
 114.0000000    5.5717342339e+03    5.8258514308e+04
 114.5000000    6.0571776103e+03    5.8260695483e+04
 115.0000000    6.5501712493e+03    6.3369864899e+03
 115.5000000    7.0498799251e+03    6.3723318062e+03
 116.0000000    7.5522753470e+03    1.6222392060e+03
 116.5000000    4.1606327778e+05    1.8044892381e+03
 117.0000000    4.4537764010e+05    1.9836765759e+03
 117.5000000    4.4538752563e+05    2.1705117642e+03
 118.0000000    4.4539786288e+05    2.3620250910e+03
 118.5000000    4.4540859511e+05    2.5562705689e+03
 119.0000000    4.4541965013e+05    2.7477090318e+03
 119.5000000    4.4543101028e+05    2.9376733460e+03
 120.0000000    4.4544252931e+05    3.1247131397e+03
 120.5000000    4.4545417899e+05    3.3127729851e+03
 121.0000000    4.4546588951e+05    3.4980586133e+03
 121.5000000    4.5436033950e+05    2.0384151594e+04
 122.0000000    1.5942673677e+05    3.8609995276e+03
 122.5000000    1.3522124938e+04    4.0360006049e+03
 123.0000000    1.3887097089e+04    4.2074188654e+03
 123.5000000    1.4233503799e+04    4.3738577107e+03
 124.0000000    1.4560925241e+04    4.5368954670e+03
 124.5000000    1.4868880118e+04    4.7404297443e+03
 125.0000000    1.5157237184e+04    4.8929328303e+03
 125.5000000    1.5423764445e+04    4.9658202313e+03
 126.0000000    1.5672368986e+04    5.1021415238e+03
 126.5000000    1.5900773401e+04    5.2320333312e+03
 127.0000000    1.6109092230e+04    5.3522524985e+03
 127.5000000    1.0690263459e+05    2.1759956590e+04
 128.0000000    1.0692842646e+05    2.1791336939e+04
 128.5000000    1.0695154141e+05    2.1812984319e+04
 129.0000000    1.0697168034e+05    2.1837777282e+04
 129.5000000    1.0698888453e+05    2.1860355342e+04
 130.0000000    1.6944348278e+04    5.9328980099e+03
 130.5000000    1.7015835595e+04    6.0019675714e+03
 131.0000000    1.7069304195e+04    6.0653005615e+03
 131.5000000    1.7103845448e+04    6.1214440404e+03
 132.0000000    1.7120271499e+04    6.1697422368e+03
 132.5000000    1.7118915847e+04    6.2112068125e+03
 133.0000000    1.3708725308e+05    2.6129974461e+04
 133.5000000                -nan                -nan
 134.0000000    1.7707411231e+04                -nan
 134.5000000    1.7042438494e+04    2.8389008781e+04
 135.0000000    2.4817094044e+04    1.7622774574e+04
 135.5000000    8.5171886596e+04    5.3491080164e+04
 136.0000000    5.2986478307e+04    1.0238461717e+04
 136.5000000    5.5906918648e+04    1.2565711005e+05
 137.0000000    5.3068112867e+04    5.9336534564e+04
 137.5000000    5.0621140546e+04    5.4620917524e+04
 138.0000000    6.5235726406e+04    3.4456974277e+04
 138.5000000                -nan    3.5269342233e+04
 139.0000000                -nan                -nan
 139.5000000                -nan                -nan
 140.0000000                -nan                -nan
 140.5000000                -nan                -nan
 141.0000000                -nan                -nan
 141.5000000                -nan                -nan
 142.0000000                -nan                -nan
 142.5000000                -nan                -nan
 143.0000000                -nan                -nan
 143.5000000                -nan                -nan
 144.0000000                -nan                -nan
 144.5000000                -nan                -nan
 145.0000000                -nan                -nan
 145.5000000                -nan                -nan
 146.0000000                -nan                -nan
 146.5000000                -nan                -nan
 147.0000000                -nan                -nan
 147.5000000                -nan                -nan
 148.0000000                -nan                -nan
 148.5000000                -nan                -nan
 149.0000000                -nan                -nan
 149.5000000                -nan                -nan
 150.0000000                -nan                -nan
 150.5000000                -nan                -nan
 151.0000000                -nan                -nan
 151.5000000                -nan                -nan
 152.0000000                -nan                -nan
 152.5000000                -nan                -nan
 153.0000000                -nan                -nan
 153.5000000                -nan                -nan
 154.0000000                -nan                -nan
 154.5000000                -nan                -nan
 155.0000000                -nan                -nan
 155.5000000                -nan                -nan
 156.0000000                -nan                -nan
 156.5000000                -nan                -nan
 157.0000000                -nan                -nan
 157.5000000                -nan                -nan
 158.0000000    1.0096600184e+05                -nan
 158.5000000                -nan    4.5337805653e+08
 159.0000000                -nan                -nan
 159.5000000                -nan                -nan
 160.0000000                -nan                -nan
 160.5000000                -nan                -nan
 161.0000000                -nan                -nan
 161.5000000                -nan                -nan
 162.0000000                -nan                -nan
 162.5000000                -nan                -nan
 163.0000000    2.2119027187e+04    1.2248620786e+04
 163.5000000    6.3788635637e+04    5.9622858186e+04
 164.0000000    1.0223310442e+05    4.6842357812e+05
 164.5000000                -nan                -nan
 165.0000000                -nan                -nan
 165.5000000                -nan                -nan
 166.0000000                -nan                -nan
 166.5000000                -nan                -nan
 167.0000000                -nan                -nan
 167.5000000                -nan                -nan
 168.0000000                -nan                -nan
 168.5000000                -nan                -nan
 169.0000000    7.4945023561e+04                -nan
 169.5000000    8.3501223999e+04                -nan
 170.0000000    6.4468037749e+04                -nan
 170.5000000    7.3147609636e+04                -nan
 171.0000000                -nan                -nan
 171.5000000                -nan                -nan
 172.0000000    8.3922079757e+04                -nan
 172.5000000    7.0294613131e+04                -nan
 173.0000000    1.1482281950e+05                -nan
 173.5000000    1.0461464679e+05                -nan
 174.0000000                -nan                -nan
 174.5000000                -nan                -nan
 175.0000000                -nan                -nan
 175.5000000                -nan                -nan
 176.0000000                -nan                -nan
 176.5000000                -nan    4.3426723765e+04
 177.0000000                -nan                -nan
 177.5000000                -nan                -nan
 178.0000000                -nan                -nan
 178.5000000                -nan                -nan
 179.0000000                -nan                -nan
 179.5000000    7.1266606924e+04                -nan
 180.0000000    6.2351048970e+04    5.9551542387e+04
 180.5000000                -nan                -nan
 181.0000000    8.8209322378e+04                 inf
 181.5000000    8.9928462696e+04                 inf
 182.0000000                -nan                -nan
 182.5000000    1.0516181408e+05                -nan
 183.0000000    6.5609427799e+04                -nan
 183.5000000                -nan    6.0149009157e+04
 184.0000000                -nan    6.4535791720e+04
 184.5000000    1.1980163952e+05                -nan
 185.0000000    6.8573336484e+04                -nan
 185.5000000                -nan                -nan
 186.0000000    7.4429463109e+04    7.5542471865e+04
 186.5000000    1.0046545535e+05                -nan
 187.0000000    1.1405462402e+05                -nan
 187.5000000    1.1588248701e+05                -nan
 188.0000000    3.4336607695e+04                -nan
 188.5000000                -nan    3.8242184942e+04
 189.0000000                -nan                -nan
 189.5000000                -nan                -nan
 190.0000000                -nan                -nan
 190.5000000    8.7059960765e+04                -nan
 191.0000000                -nan                -nan
 191.5000000                -nan                -nan
 192.0000000                -nan                -nan
 192.5000000    6.8444817384e+04                -nan
 193.0000000    1.1243546699e+05                -nan
 193.5000000                -nan                -nan
 194.0000000                -nan                -nan
 194.5000000                -nan                -nan
 195.0000000                -nan                -nan
 195.5000000                -nan                -nan
 196.0000000                -nan                -nan
 196.5000000                -nan                -nan
 197.0000000                -nan                -nan
 197.5000000                -nan                -nan
 198.0000000                -nan                -nan
 198.5000000                -nan                -nan
 199.0000000                -nan                -nan
 199.5000000                -nan                -nan
 200.0000000                -nan                -nan
 200.5000000                -nan                -nan
 201.0000000                -nan                -nan
 201.5000000    4.1287690681e+04                -nan
 202.0000000    4.4247463853e+04                -nan
 202.5000000    5.6318737333e+04                -nan
 203.0000000    8.3290429757e+04                -nan
 203.5000000    6.5787221299e+04                -nan
 204.0000000    7.0760195094e+04                -nan
 204.5000000    7.4460743737e+04                -nan
 205.0000000    7.3127211178e+04                -nan
 205.5000000    6.5325284036e+04                -nan
 206.0000000    7.5663756826e+04                -nan
 206.5000000    2.1446263697e+05                -nan
 207.0000000    1.1655750420e+05                -nan
 207.5000000    8.7629539977e+04                -nan
 208.0000000                 inf                -nan
 208.5000000    7.5675341485e+04                -nan
 209.0000000    9.9272150817e+04                -nan
 209.5000000    7.2540557929e+04                -nan
 210.0000000                -nan                -nan
 210.5000000                -nan                -nan
 211.0000000                -nan                -nan
 211.5000000                -nan                -nan
 212.0000000                -nan                -nan
 212.5000000                -nan                -nan
 213.0000000    1.3445644135e+05                -nan
 213.5000000                -nan                -nan
 214.0000000                -nan                -nan
 214.5000000                -nan                -nan
 215.0000000    9.9537226147e+04                -nan
 215.5000000    1.0557110793e+05                -nan
 216.0000000    1.0655393301e+05                -nan
 216.5000000    1.0773406231e+05                -nan
 217.0000000    6.6421295579e+04                -nan
 217.5000000    6.8022613191e+04                -nan
 218.0000000    7.2959756764e+04                -nan
 218.5000000                -nan                -nan
 219.0000000                -nan                -nan
 219.5000000                -nan                -nan
 220.0000000    2.0259271807e+05                -nan
 220.5000000    2.0826252505e+05                -nan
 221.0000000    2.0478564947e+05                -nan
 221.5000000    2.0447430933e+05                -nan
 222.0000000    2.2500306654e+05                -nan
 222.5000000    2.3320911780e+05                -nan
 223.0000000    2.1731997500e+05                -nan
 223.5000000    2.6010332076e+05                -nan
 224.0000000    2.1286066984e+05                -nan
 224.5000000    2.1999925322e+05                -nan
 225.0000000    2.2537762037e+05                -nan
 225.5000000    4.4232563414e+04                -nan
 226.0000000                -nan                -nan
 226.5000000                -nan                -nan
 227.0000000                -nan                -nan
 227.5000000                -nan                -nan
 228.0000000                -nan                -nan
 228.5000000                -nan                -nan
 229.0000000                -nan                -nan
 229.5000000    8.4570628093e+04                -nan
 230.0000000    9.1784300049e+04                -nan
 230.5000000    1.3544252056e+05    1.9945750558e+05
 231.0000000                -nan    2.0690602746e+05
 231.5000000                -nan    1.9468413011e+05
 232.0000000                -nan                -nan
 232.5000000                -nan    2.3320056286e+05
 233.0000000                -nan                -nan
 233.5000000                -nan                -nan
 234.0000000                -nan                -nan
 234.5000000                -nan                -nan
 235.0000000                -nan                -nan
 235.5000000                -nan                -nan
 236.0000000                -nan                -nan
 236.5000000                -nan                -nan
 237.0000000                -nan                -nan
 237.5000000                -nan                -nan
 238.0000000                -nan                -nan
 238.5000000    1.7213270941e+05                -nan
 239.0000000                -nan                -nan
 239.5000000                -nan                -nan
 240.0000000    1.7842645332e+05                -nan
 240.5000000    3.1567101689e+05                -nan
 241.0000000    1.0181105414e+05                -nan
 241.5000000    2.9042706153e+05                -nan
 242.0000000    1.9243259276e+05                -nan
 242.5000000    1.1315041440e+05                -nan
 243.0000000    1.2045093506e+05                -nan
 243.5000000    1.2778316151e+05                -nan
 244.0000000    1.8393503012e+05                -nan
 244.5000000    1.3380337906e+05                -nan
 245.0000000    1.2389697971e+05                -nan
 245.5000000                -nan                -nan
 246.0000000                -nan                -nan
 246.5000000                -nan                -nan
 247.0000000                -nan                -nan
 247.5000000                -nan                -nan
 248.0000000                -nan                -nan
 248.5000000                -nan                -nan
 249.0000000                -nan                -nan
 249.5000000                -nan                -nan
 250.0000000                -nan                -nan
 250.5000000    4.8361475812e+04                -nan
 251.0000000    1.3898211457e+05                -nan
 251.5000000    8.4100405980e+04                -nan
 252.0000000                -nan                -nan
 252.5000000                -nan                -nan
 253.0000000                -nan                -nan
 253.5000000                -nan                -nan
 254.0000000                -nan                -nan
 254.5000000                -nan                -nan
 255.0000000                -nan                -nan
 255.5000000                -nan                -nan
 256.0000000                -nan                -nan
 256.5000000                -nan                -nan
 257.0000000                -nan                -nan
 257.5000000                -nan                -nan
 258.0000000                -nan                -nan
 258.5000000                -nan                -nan
 259.0000000                -nan                -nan
 259.5000000                -nan                -nan
 260.0000000                -nan                -nan
 260.5000000                -nan                -nan
 261.0000000                -nan                -nan
 261.5000000                -nan                -nan
 262.0000000                -nan                -nan
 262.5000000                -nan                -nan
 263.0000000                -nan                -nan
 263.5000000                -nan    1.0600836508e+05
 264.0000000    2.6854175140e+05    1.0275126172e+05
 264.5000000    2.3793032754e+05                -nan
 265.0000000    3.4433882225e+05                -nan
 265.5000000    3.9304781172e+05                -nan
 266.0000000    4.2380516479e+05                -nan
 266.5000000                -nan                -nan
 267.0000000    4.6783008319e+05                -nan
 267.5000000    4.6748638919e+05                -nan
 268.0000000    4.6871991304e+05                -nan
 268.5000000                -nan                -nan
 269.0000000                -nan                -nan
 269.5000000                -nan                -nan
 270.0000000    3.9345306120e+05                -nan
 270.5000000    3.3826700947e+05                -nan
 271.0000000    3.3390388306e+05    5.4848875894e+05
 271.5000000                -nan                -nan
 272.0000000                -nan                -nan
 272.5000000                -nan                -nan
 273.0000000                -nan                -nan
 273.5000000                -nan                -nan
 274.0000000                -nan                -nan
 274.5000000                -nan                -nan
 275.0000000                -nan                -nan
 275.5000000                -nan                -nan
 276.0000000    7.8817627009e+04    6.6596054411e+04
 276.5000000    1.1855366391e+05    7.5500818025e+04
 277.0000000    9.3451755852e+04    1.5129799102e+05
 277.5000000    5.7593530230e+04    8.9128030497e+04
 278.0000000    1.2448805681e+05    8.5506022562e+04
 278.5000000    1.3331570473e+05    1.3782891107e+05
 279.0000000    2.2557635883e+05    1.7521736512e+05
 279.5000000    2.0094357348e+05    1.7773118737e+05
 280.0000000    4.5213177659e+05    2.3108165721e+05
 280.5000000    4.5771739408e+05    4.7387077740e+05
 281.0000000    4.4748316905e+05    5.4060414055e+05
 281.5000000    4.5410981961e+05    4.6153613682e+05
 282.0000000    4.5847242963e+05    2.1324519044e+05
 282.5000000    5.0178180102e+05    2.5327209768e+05
 283.0000000    5.0725642412e+05                -nan
 283.5000000                -nan                -nan
 284.0000000                -nan                -nan
 284.5000000                -nan                -nan
 285.0000000                -nan                -nan
 285.5000000    5.2362001313e+05                -nan
 286.0000000    5.1835633109e+05                -nan
 286.5000000    5.2347274278e+05    1.1055745725e+06
 287.0000000    6.0196233440e+05    1.1147278980e+06
 287.5000000    6.0360477339e+05                 inf
 288.0000000    9.5741269665e+04    1.0539354607e+05
 288.5000000    9.4651481866e+04    1.1533220141e+05
 289.0000000    1.1976056011e+05    9.3189494719e+04
 289.5000000    1.2804077088e+05                -nan
 290.0000000    1.9237370353e+05    2.4394702444e+05
 290.5000000    2.3577886395e+05    2.5916528578e+05
 291.0000000    2.3482199706e+05    2.6095476954e+05
 291.5000000                -nan    9.2179985220e+05
 292.0000000                -nan    2.5598053499e+05
 292.5000000                -nan    2.8416689042e+05
 293.0000000                -nan    4.7115254898e+05
 293.5000000                -nan    4.4992528907e+05
 294.0000000    2.5234563713e+05    3.7665614826e+05
 294.5000000    2.1680644084e+05    3.5403790138e+05
 295.0000000                -nan                -nan
 295.5000000                -nan    3.3603919766e+05
 296.0000000                -nan    3.3672186951e+05
 296.5000000    2.0153670704e+05    2.3310934313e+06
 297.0000000                -nan    2.0338944876e+06
 297.5000000                -nan    2.0292103709e+06
 298.0000000                -nan    3.3808160383e+05
 298.5000000                -nan                -nan
 299.0000000                -nan    2.6972553784e+05
 299.5000000                -nan                -nan
 300.0000000                -nan                -nan
 300.5000000    2.3323067149e+05    8.3676358675e+04
 301.0000000                -nan    2.0224723606e+05
 301.5000000                -nan                -nan
 302.0000000    1.2415137803e+05                -nan
 302.5000000                -nan                -nan
 303.0000000                -nan                -nan
 303.5000000                -nan    2.2274071849e+05
 304.0000000    1.7308556860e+05    3.2989857297e+05
 304.5000000    1.4447678032e+05                -nan
 305.0000000    1.3537147220e+05                -nan
 305.5000000                -nan                -nan
 306.0000000    1.3677425835e+05                -nan
 306.5000000                -nan                -nan
 307.0000000    2.1655058482e+05                -nan
 307.5000000    1.8821236776e+05                -nan
 308.0000000    4.7847228241e+05                -nan
 308.5000000                -nan                -nan
 309.0000000                -nan                -nan
 309.5000000                -nan                -nan
 310.0000000    1.9196851692e+05                -nan
 310.5000000    3.3647255753e+05                -nan
 311.0000000    4.9511720289e+05                -nan
 311.5000000    5.0488843692e+05                -nan
 312.0000000                -nan                -nan
 312.5000000                -nan                -nan
 313.0000000                -nan                -nan
 313.5000000                -nan                -nan
 314.0000000                -nan                -nan
 314.5000000                -nan                -nan
 315.0000000                -nan    5.7704947844e+05
 315.5000000                -nan                -nan
 316.0000000                -nan                -nan
 316.5000000                -nan                -nan
 317.0000000                -nan    5.5058548834e+05
 317.5000000                -nan    4.7973287593e+05
 318.0000000                -nan                -nan
 318.5000000                -nan                -nan
 319.0000000                -nan    3.2102240458e+05
 319.5000000                -nan    2.5772541996e+05
 320.0000000                -nan                -nan
 320.5000000                -nan                -nan
 321.0000000                -nan                -nan
 321.5000000    2.6538500802e+05                -nan
 322.0000000    3.4712591757e+05    1.1213437248e+06
 322.5000000    3.6841608984e+05                 inf
 323.0000000                -nan                -nan
 323.5000000                -nan                -nan
 324.0000000                -nan                -nan
 324.5000000                -nan                -nan
 325.0000000                -nan                -nan
 325.5000000                -nan                -nan
 326.0000000                -nan                -nan
 326.5000000                -nan                -nan
 327.0000000                -nan                -nan
 327.5000000                -nan                -nan
 328.0000000                -nan                -nan
 328.5000000                -nan                -nan
 329.0000000                -nan                -nan
 329.5000000                -nan                -nan
 330.0000000    4.6728610159e+05                -nan
 330.5000000    4.7671769588e+05                -nan
 331.0000000    5.8616338225e+05                -nan
 331.5000000                -nan                -nan
