#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            60.000000           60.000000          100.000000          100.000000          120.000000          120.000000          140.000000          140.000000          160.000000          160.000000
   0.0000000    4.0221294229e-21    7.2635031895e-17   -2.7072474846e-21    2.3240104773e-16   -6.4896601950e-22    7.8834317164e-16   -7.7236127106e-22   -2.7086312527e-10   -3.0437647402e-22    3.6301341927e-15
   0.2500000    9.8467020503e-21    1.2807665008e-15   -2.5168829073e-21    5.5121804652e-16   -8.3411758935e-22   -8.3336400511e-16   -4.3492146660e-22   -2.6956091767e-10    5.1190026753e-25    3.1222834780e-12
   0.5000000    1.5140809298e-20    5.6715394839e-16   -2.4196425972e-21   -7.4604150622e-16   -6.2187346891e-22    2.9570304709e-15   -4.8817140365e-22   -8.1866169372e-11   -4.6011410075e-22    5.7853608973e-12
   0.7500000    8.0361698263e-21   -1.0178398362e-15   -1.8580933207e-21    3.8982031251e-16   -8.5203363023e-22    2.3469645345e-15   -1.3413327155e-22    9.8584287756e-11   -2.5090949294e-22    1.0697348200e-11
   1.0000000    8.6519166662e-21    5.5117230098e-16   -2.4134286998e-21    3.1275867954e-15   -1.9102775801e-22    1.6122824999e-15   -6.7841878356e-22    2.1107628348e-10   -5.4209235774e-22   -1.5022340347e-12
   1.2500000    5.4242686869e-21   -2.5152813741e-15   -2.3086047060e-21    2.3139854761e-15   -6.8252835700e-22   -8.2563786443e-15   -5.3256702707e-22    1.6787968163e-10   -4.6147936445e-22   -4.3575137633e-11
   1.5000000    1.4342053865e-20   -4.3190775941e-15   -1.9095617110e-21    1.0603783353e-15   -9.6326424215e-22   -4.7366736366e-15   -4.8341775729e-22    7.0519758901e-12   -2.1022060492e-22   -7.7126654758e-11
   1.7500000    1.4787211019e-21   -2.9026122137e-16   -2.0025143610e-21    1.6084321934e-15   -9.3488732925e-22    1.2522115820e-14   -2.2186405792e-22   -1.0104930437e-10   -1.6985235203e-22   -4.5053599852e-11
   2.0000000    1.1828114659e-20    2.3421701481e-15   -3.4721139039e-21   -4.9293847133e-17   -1.4449332235e-21    8.9312152515e-15   -2.6861401672e-22   -4.6051043911e-11   -3.5763569861e-22    3.4353969535e-11
   2.2500000    8.9571457755e-21   -2.3404843890e-15   -2.5858010904e-21    1.2274476893e-15   -1.0255872198e-21   -3.5970220627e-15   -2.7883685468e-22    5.6639679146e-11   -1.1233194488e-22    7.1648076148e-11
   2.5000000    4.5798422220e-21   -4.1074707022e-15   -3.9355815853e-21   -2.4670263354e-15   -8.6644468002e-22    2.8846094739e-14   -3.3315655864e-22    1.6043047142e-11   -2.9346615959e-22    2.8621543381e-11
   2.7500000    1.3955878362e-21   -5.6282985408e-15   -2.1516610758e-21   -3.3526859417e-15   -6.0201877805e-22    1.8282708126e-14   -4.0395480540e-22   -1.4892920181e-10   -4.4992764930e-22   -2.9231090067e-11
   3.0000000    8.5098198568e-21   -1.0861600812e-15   -1.9825845311e-21    4.6334640065e-15   -1.8222895622e-21   -1.3070735040e-13   -3.9422484774e-22   -2.1595669535e-10   -5.4508381508e-22   -3.2351019863e-11
   3.2500000    2.1850127167e-21    7.6425226508e-15   -1.9316153607e-21    2.0258714842e-15   -1.3717558942e-21   -2.4474792397e-13   -8.8051038285e-23   -5.0834550237e-11   -3.3264643424e-22    2.4255080787e-12
   3.5000000   -3.1583551280e-21    9.4808503143e-15   -2.7729807772e-21   -5.4260273860e-15   -8.1614854529e-22   -6.6822404638e-14   -5.4211499558e-22    2.1587194557e-10   -3.8045283557e-22    1.9050934688e-11
   3.7500000    1.0640707394e-20    3.1877441564e-16   -2.7375986453e-21   -2.8557567928e-15   -4.2687241306e-22    3.7642982826e-13   -8.1779288132e-22    3.2947934825e-10   -3.0083828354e-22    8.3904887989e-12
   4.0000000    9.0331699233e-21   -1.2103820910e-14   -3.4835287924e-21    2.9632582422e-15   -5.3948708251e-22    8.1856260653e-13   -3.5089939093e-22    1.7513433092e-10   -1.1006084170e-22    1.5761054330e-12
   4.2500000    4.5312028198e-21   -5.9668671181e-15   -2.2049649054e-21   -7.9009158226e-15   -9.5037209233e-22    6.4325811225e-13   -2.4572655925e-24   -1.2341686854e-10   -3.8684040431e-22    1.0296693949e-11
   4.5000000    9.9375844873e-21    9.5688282643e-15   -1.3998370832e-21   -4.3259697096e-15   -1.1605110859e-21   -1.0820628639e-12   -2.6774295441e-22   -3.3636008002e-10   -1.4123449581e-22    1.7069727601e-11
   4.7500000    1.1689326304e-20    2.8453532123e-15   -4.4261214050e-21   -5.1030632020e-15   -7.0758938235e-22   -3.9698466439e-12   -3.9476025501e-22   -3.2372941158e-10   -3.0430974275e-22    1.0929693135e-11
   5.0000000    1.0342631031e-20   -4.7092484377e-15   -2.2810778434e-21   -1.0972020719e-14   -1.3077279630e-21   -5.5884248520e-12   -4.8676842191e-22   -1.1607545772e-10   -2.0617370434e-22    8.3554177069e-13
   5.2500000    1.0038850028e-20   -4.3211672713e-15   -1.8976042464e-21   -2.9084846141e-15   -1.4459849496e-21   -4.6170620568e-12   -7.5047380146e-22    1.4436588595e-10   -3.6620984256e-22   -3.1184059171e-12
   5.5000000   -4.6304741430e-22    3.7566346439e-15   -4.1731531889e-21   -1.2542395219e-15   -1.1293752171e-21   -2.9367708589e-12   -3.1944882773e-22    3.1134078050e-10   -3.3204076790e-22   -1.8114261061e-12
   5.7500000   -4.5102148919e-21    5.5651014856e-15   -2.0172626047e-21   -2.5821959145e-15   -1.5829113949e-21   -2.6151187972e-12   -3.8739723348e-22    3.0981284630e-10   -2.5045776390e-22   -5.9952847366e-14
   6.0000000   -6.5641326790e-22   -3.1817149808e-16   -2.3341067971e-21    3.1643099023e-15   -1.1110934014e-21   -1.3621061315e-12   -8.4311047383e-22    1.5937358621e-10   -9.5129579120e-23   -6.8645212950e-13
   6.2500000    4.0417009239e-21   -4.9184371479e-15   -1.8661568556e-21    1.5425632791e-15   -1.0235138575e-21    5.9191052746e-12   -4.5878129466e-22   -4.4671072994e-11   -2.3794835476e-22   -7.0077915364e-12
   6.5000000    7.7905812034e-21    9.7861888071e-16   -2.6558513263e-21    7.4444823362e-15   -7.5307544706e-22    1.8533985352e-11   -5.6445705945e-22   -1.8753329645e-10   -2.9526187843e-22   -2.0438366298e-11
   6.7500000   -2.2011862547e-21    2.2727571403e-15   -1.6930036751e-21   -1.2014396050e-15   -1.3764978964e-22    2.4286332301e-11   -5.7155069024e-22   -2.0619964519e-10   -1.6998736511e-22   -3.2679748391e-11
   7.0000000   -1.2944088948e-21    3.4461998735e-15   -1.8692297059e-21    1.4719406742e-15   -1.0462730542e-21    9.9733364293e-12   -4.8790274500e-22   -1.2135182139e-10   -2.6375906107e-22   -2.8788686457e-11
   7.2500000    5.4918559757e-21    8.6754191450e-16   -2.3466857019e-21    8.7789295051e-15   -1.1759479915e-21   -1.8281947210e-11   -6.7752365154e-22   -1.7682559359e-12   -3.6568867058e-22   -2.6951388510e-12
   7.5000000   -2.0569005900e-21   -5.1137948101e-16   -2.4303250984e-21    7.7766577626e-15   -1.2550689817e-21   -3.2090897903e-11   -4.9131927105e-23    9.3079334112e-11   -1.3785508725e-22    3.3372963216e-11
   7.7500000    1.2439280510e-20    3.1063117495e-17   -1.4831156338e-21   -6.0996583064e-15   -9.7171496609e-22   -8.6424368217e-12   -4.8223754146e-22    1.3432572717e-10   -1.7583467773e-22    5.6469775942e-11
   8.0000000    3.9533716619e-21    6.1020375953e-15   -3.1314412228e-21   -3.4030501457e-15   -1.5019311501e-21    3.7591235146e-11   -1.5094442867e-23    1.1477458425e-10   -3.2578452245e-22    4.9636907854e-11
   8.2500000    4.7377112123e-21    3.8011115488e-15   -3.1791661647e-21   -3.3734149744e-15   -4.9867021582e-22    5.8813813660e-11   -8.3082193945e-22    4.6189735843e-11   -3.6304277432e-22    1.4757123890e-11
   8.5000000    4.6052678028e-21   -3.5530605138e-15   -1.2286778644e-21   -9.3538996281e-15   -6.3377121169e-22    1.8969434184e-11   -7.2429094426e-22   -3.9013655040e-11   -2.4302123739e-22   -2.7326567445e-11
   8.7500000   -5.7349244628e-22   -4.2298183869e-15   -6.2866255578e-22   -1.8154233956e-16   -7.6905945167e-22   -6.3435486330e-11   -4.4467188419e-22   -1.0176985882e-10   -3.7028597315e-22   -5.1266080893e-11
