#       time         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im         integral Re         integral Im
#       r =            60.000000           60.000000          100.000000          100.000000          120.000000          120.000000          140.000000          140.000000          160.000000          160.000000
   0.0000000    3.0844623067e-21    2.7067889289e-16    3.0947752619e-23   -1.2309915685e-17   -6.7304415796e-22    2.2932278138e-16   -4.5967266539e-22   -2.7086706095e-10   -4.7801608519e-22    4.5991051394e-15
   0.2500000    7.8064147559e-21    1.9879678229e-16   -3.3185706950e-21   -1.6342191865e-15   -1.3340894100e-22   -8.3322942297e-17   -5.3956138340e-22   -2.5928148988e-10   -4.3775933096e-22    2.4754479076e-12
   0.5000000    9.1793506654e-21    9.4900869596e-16   -1.6065205872e-21   -5.1499988843e-16   -9.0540473633e-22    2.6298108113e-15   -4.0011869472e-22   -4.7938306435e-11   -3.5551171690e-22    7.8111498969e-12
   0.7500000    1.0583703821e-20    1.4769236193e-15   -3.2962074654e-21    2.0590600313e-15   -9.7372471449e-22    3.3248277845e-15   -1.5967148005e-22    1.2899445301e-10   -1.5847991023e-22    1.2288423629e-11
   1.0000000    4.6861640092e-21    4.8427193944e-16   -7.7249910010e-22    4.2146773892e-15   -1.1055643828e-21   -2.8399364887e-15   -6.2147797460e-22    1.9612635837e-10   -2.3120956617e-22   -8.2818838488e-12
   1.2500000   -4.0348114207e-21    1.7271820263e-15   -2.2858966895e-21   -5.4753847820e-15   -8.2942157818e-22   -2.1046853519e-15   -7.6612652257e-22    1.1295120878e-10   -4.4464896865e-22   -4.9986117662e-11
   1.5000000    3.5114827218e-21    6.9359241637e-16   -2.6421954371e-21   -1.7095499637e-15   -1.3461804011e-21    4.9321005552e-15   -4.0076961646e-22   -3.0502606531e-11   -1.9038761940e-22   -6.6547757827e-11
   1.7500000    1.2076218221e-20   -7.1055402668e-16   -3.4718420551e-21    1.0346747057e-14   -9.9922115750e-22    2.7127007837e-15   -2.1623579832e-22   -9.1237901071e-11   -1.8455420968e-22   -2.4868812955e-11
   2.0000000    8.7996839215e-21   -2.7322766235e-16   -1.5282670409e-21    2.1720032230e-16   -8.8922839242e-22   -5.3482435397e-15    8.1166883409e-23   -3.0863260958e-11   -1.5781800125e-22    3.9818446673e-11
   2.2500000    6.3256074430e-21   -3.0359728787e-16   -1.8295872332e-21   -9.3220264447e-15   -8.0717570061e-22   -6.2679934799e-16   -3.0484684828e-22    3.5768402602e-11   -4.0446252402e-22    5.9173976291e-11
   2.5000000    3.4976939563e-21    3.4112869942e-15   -2.5702669539e-21   -4.8159508085e-15   -1.3530675522e-21    1.6819616194e-14   -1.7190137368e-22   -9.6045538346e-12   -3.1124608307e-22    1.8127696631e-11
   2.7500000    7.1329882282e-21    1.6940677198e-15   -3.0553071350e-21    4.4037623807e-16   -1.6877011070e-21   -7.0687626635e-16   -7.8344011777e-22   -1.2704176324e-10   -2.8875989537e-22   -2.8951457564e-11
   3.0000000    1.2311415936e-20   -1.7778997790e-15   -3.3393618894e-21    1.7893381789e-15   -6.2758793093e-22   -8.8501500719e-14   -6.6364212298e-22   -1.6309497539e-10   -9.5355935883e-23   -3.2110834714e-11
   3.2500000    7.7209717421e-21   -5.8603795074e-16   -1.8928681018e-21   -7.9182574013e-15   -5.4742752922e-22   -1.6142313993e-13   -9.0613342650e-23   -3.7986614250e-11   -2.5947117708e-22   -2.4294532565e-12
   3.5000000    1.1871863684e-20    1.4075736874e-15   -2.5053895993e-21   -5.7862957229e-15   -1.6276953399e-21   -2.3923607317e-14   -5.7801984190e-22    1.5889589568e-10   -2.4122916833e-22    1.7889908277e-11
   3.7500000    1.1991646704e-22    2.9782762425e-15   -3.1168939458e-21   -2.5562086436e-15   -8.1075931263e-22    4.2274768425e-13   -7.9058240971e-22    2.5611603554e-10   -3.9783921422e-22    1.3974322991e-11
   4.0000000    8.0258707324e-21   -1.8198898556e-15   -2.5136724368e-21   -5.7062136775e-15   -8.5884354024e-22    7.5931584542e-13   -4.9194499028e-22    1.5789286261e-10   -1.1291031878e-22    4.8083914053e-12
   4.2500000    1.8017572221e-20    3.9213994680e-16   -1.2990432833e-21   -3.3739160501e-15   -7.7131720978e-22    2.3437918142e-13   -3.7335667147e-23   -7.5674585923e-11   -4.3724977030e-23    6.4072344040e-12
   4.5000000   -1.0094117887e-21    2.4206323788e-15   -3.6201623799e-21    4.2471688106e-15   -1.4357055324e-21   -1.4122741006e-12   -5.5119342565e-22   -2.7772188942e-10   -3.4766517417e-22    1.2188610300e-11
   4.7500000   -1.7542645039e-21   -4.4900122891e-16   -3.1115098522e-21    4.0944645151e-15   -5.5665238865e-22   -3.1760043904e-12   -7.8219542569e-22   -3.0101134787e-10   -2.5075857653e-22    9.2454145506e-12
   5.0000000   -6.9493777260e-21    1.7570828009e-15   -2.3259859458e-21   -2.7671960365e-15   -1.9213933919e-21   -3.8591235923e-12   -3.3668383974e-22   -1.2385693446e-10   -1.4563685505e-22   -1.4621685465e-12
   5.2500000   -7.8618288215e-22    1.6495152987e-15   -3.0799976210e-21   -1.1494526834e-14   -9.9075676400e-22   -3.8716485898e-12   -1.8224981934e-22    1.3909581881e-10   -3.1273557029e-22   -7.5813080521e-12
   5.5000000    6.7765110853e-21    6.6473694257e-15   -8.4619818561e-22   -2.1937657487e-14   -8.8468923195e-22   -4.3765823958e-12   -6.1950847292e-22    3.2311104993e-10   -4.8285766542e-22   -1.8872758785e-12
