#       time             L^2_Ham             L^2_Mom
 174.5000000    2.9719311443e+02                -nan
 175.0000000    3.3996349152e+02                -nan
 175.5000000    2.0004757819e+02    2.5359616638e+02
 176.0000000    2.7224335399e+02    2.9922654591e+02
 176.5000000    2.6683125836e+02    3.4184158449e+02
 177.0000000    2.5283369787e+02    5.2614135222e+02
 177.5000000    2.4101061093e+02                -nan
 178.0000000    2.3551944312e+02                -nan
 178.5000000    2.4018747963e+02                -nan
 179.0000000    2.3218419665e+02                -nan
 179.5000000    2.7524914710e+02                -nan
 180.0000000    2.6654750055e+02                -nan
 180.5000000    2.3436646611e+02                -nan
 181.0000000    2.5101688193e+02                -nan
 181.5000000    2.0390035853e+02                -nan
 182.0000000    3.0794985270e+02                -nan
 182.5000000    2.7401328357e+02                -nan
 183.0000000    2.6459815545e+02                -nan
 183.5000000    2.6148698723e+02                -nan
 184.0000000    2.7393088724e+02                -nan
 184.5000000    3.1103062401e+02                -nan
 185.0000000    2.3971385710e+02                -nan
 185.5000000    2.3755953935e+02                -nan
 186.0000000    2.5944702201e+02                -nan
 186.5000000    3.2068575531e+02                -nan
 187.0000000    3.3382045798e+02                -nan
 187.5000000    3.3545767418e+02                -nan
 188.0000000    3.3610369895e+02                -nan
 188.5000000    3.3697370090e+02                -nan
 189.0000000    3.3582424369e+02                -nan
 189.5000000    3.3572548545e+02                -nan
 190.0000000    3.5219476253e+02                -nan
 190.5000000    3.3471918599e+02                -nan
 191.0000000                -nan                -nan
 191.5000000                -nan                -nan
 192.0000000                -nan                -nan
 192.5000000                -nan                -nan
 193.0000000                -nan                -nan
 193.5000000                -nan                -nan
 194.0000000                -nan                -nan
 194.5000000                -nan                -nan
 195.0000000                -nan                -nan
 195.5000000                -nan                -nan
 196.0000000                -nan                -nan
 196.5000000                -nan                -nan
 197.0000000    1.0256748070e+03    1.5783309715e+03
 197.5000000                -nan                -nan
 198.0000000                -nan                -nan
 198.5000000                -nan                -nan
 199.0000000                -nan                -nan
 199.5000000                -nan                -nan
 200.0000000                -nan                -nan
 200.5000000    1.5994221757e+02    6.5268567706e+01
 201.0000000                -nan    1.6819018056e+02
 201.5000000    1.9602760451e+02                -nan
 202.0000000    1.8644836080e+02                -nan
 202.5000000    1.9016996610e+02                -nan
 203.0000000    1.9703109581e+02                -nan
 203.5000000    1.6894838098e+02                -nan
 204.0000000    1.6278162735e+02                -nan
 204.5000000    1.6677653501e+02                -nan
 205.0000000    1.6676188767e+02                -nan
 205.5000000    1.6684991935e+02                -nan
 206.0000000    1.6575769499e+02                -nan
 206.5000000    1.6329675457e+02                -nan
 207.0000000    1.7547663147e+02                -nan
 207.5000000    2.5152496442e+02                -nan
 208.0000000                -nan    4.6736169179e+02
 208.5000000                -nan    4.9190965049e+02
 209.0000000                -nan    3.8052672027e+02
 209.5000000                -nan    3.3274733127e+02
 210.0000000                -nan    3.3037832788e+02
 210.5000000                -nan    4.5116517712e+02
 211.0000000                -nan                -nan
 211.5000000                -nan                -nan
 212.0000000                -nan                -nan
 212.5000000                -nan                -nan
 213.0000000                -nan    4.0954385409e+02
 213.5000000                -nan    4.8614067085e+02
 214.0000000                -nan    5.2748540349e+02
 214.5000000                -nan    4.4524188570e+02
 215.0000000                -nan    5.1991428056e+02
 215.5000000                -nan    4.2714607117e+02
 216.0000000                -nan    4.1088690586e+02
 216.5000000                -nan    4.0624924367e+02
 217.0000000                -nan    3.9813574528e+02
 217.5000000                -nan    3.6830569217e+02
 218.0000000                -nan    4.9164734861e+02
